# LRA Stimulus Response — Time Series Data
# Source file:      ramp_90to110BPM_12s_210Hz.wav
# Generated:        2026-07-17 13:59:49
# Stimulus duration:12.000 s
# Analysis window:  0.430s to 11.921s (clipped 0.4s at start, 0.8s+ at end,
#                    plus automatic trim of any trailing cutoff-ring artifact)
# Accel sample rate: 1695.4-2031.6 Hz (range across windows; 1893.5 Hz overall for this recording)
#                    peak_freq_hz below uses EACH WINDOW'S OWN rate (spread: 336.1 Hz) for maximum accuracy per instant
# FFT window size:  200 ms (378 samples)
# FFT step size:    50 ms
# FFT freq resolution: ~5.01 Hz per bin (at overall rate)
# LRA resonance:    210 Hz (free-air, characterized separately)
# Rows:             231
#
# To recreate plot in Python:
#   import numpy as np, matplotlib.pyplot as plt
#   data = np.loadtxt('filename.txt', delimiter='	', comments='#')
#   t, rms, freq = data[:,0], data[:,1], data[:,2]
#   fig, (ax1, ax2) = plt.subplots(2,1, sharex=True)
#   ax1.plot(t, rms);  ax1.set_ylabel('RMS Acceleration (g)')
#   ax2.plot(t, freq); ax2.set_ylabel('Dominant Frequency (Hz)')
#   plt.show()
#
# Columns:
# time_s	rms_g	peak_freq_hz
6.3523	0.004701	94.76
6.4026	0.004755	116.18
6.4523	0.210444	5.25
6.5003	0.951405	237.44
6.5424	1.200356	229.91
6.6043	1.215821	220.16
6.6629	1.203925	221.64
6.7174	0.769975	225.23
6.7629	0.202490	207.22
6.8124	0.037983	213.80
6.8602	0.005320	52.73
6.9025	0.004774	150.63
6.9520	0.004682	36.52
7.0029	0.005024	94.59
7.0504	0.335779	5.03
7.0923	1.004130	243.96
7.1502	1.221624	226.85
7.2032	1.230954	219.78
7.2658	1.189442	221.26
7.3146	0.729931	230.56
7.3636	0.161089	214.20
7.4108	0.029835	206.67
7.4521	0.005096	68.44
7.5028	0.004380	67.54
7.5523	0.004590	155.75
7.6028	0.004675	152.52
7.6506	0.543020	231.66
7.6990	1.070593	234.69
7.7503	1.203682	230.26
7.8105	1.208591	222.09
7.8628	1.084718	229.96
7.9124	0.577373	224.01
7.9629	0.117751	201.25
8.0109	0.017713	36.66
8.0561	0.005054	36.74
8.1028	0.005025	10.39
8.1523	0.004836	46.21
8.2022	0.004925	52.67
8.2503	0.781379	239.36
8.2922	1.187056	228.56
8.3524	1.229500	220.27
8.4141	1.231045	222.05
8.4668	0.956596	227.88
8.5123	0.338497	206.69
8.5624	0.064290	207.82
8.6102	0.007515	67.27
8.6588	0.004389	67.99
8.7050	0.004230	5.19
8.7531	0.004274	10.37
8.8024	0.400109	5.07
8.8505	1.013995	236.10
8.9018	1.199543	226.55
8.9601	1.207656	224.79
9.0181	1.145269	230.55
9.0679	0.670297	226.37
9.1123	0.143602	207.46
9.1628	0.025526	213.51
9.2103	0.004959	52.39
9.2527	0.004545	125.94
9.3027	0.004838	36.37
9.3523	0.007761	35.34
9.4023	0.825126	240.31
9.4503	1.202027	228.63
9.5060	1.240123	225.34
9.5660	1.241784	222.20
9.6171	0.938192	232.43
9.6628	0.331200	207.88
9.7120	0.066178	211.79
9.7628	0.007982	73.69
9.8102	0.004926	78.52
9.8523	0.004958	57.70
9.9025	0.004846	62.14
9.9524	0.620813	229.73
10.0028	1.119785	230.53
10.0520	1.225974	224.29
10.1145	1.230569	232.80
10.1703	1.071396	231.98
10.2122	0.528228	221.35
10.2627	0.107976	202.04
10.3123	0.017567	120.59
10.3603	0.004664	121.13
10.4024	0.004787	235.50
10.4521	0.004886	62.37
10.5028	0.414754	4.99
10.5522	1.030086	230.02
10.6025	1.203548	224.83
10.6645	1.212452	224.02
10.7202	1.147768	228.00
10.7704	0.658773	234.01
10.8125	0.153346	207.60
10.8627	0.027032	99.54
10.9124	0.004974	52.45
10.9607	0.004795	52.23
11.0026	0.004350	30.98
11.0537	0.305888	197.83
11.1055	0.981206	230.80
11.1523	1.194024	223.54
11.2144	1.206277	224.39
11.2723	1.175007	232.50
11.3223	0.709207	227.35
11.3625	0.179584	209.49
11.4162	0.032265	207.71
11.4627	0.004278	20.12
11.5124	0.004193	15.60
11.5608	0.004231	120.94
11.6080	0.297095	5.24
11.6524	0.986372	241.75
11.7027	1.217579	227.95
11.7624	1.231659	221.79
11.8224	1.205773	224.08
11.8728	0.745654	232.11
11.9208	0.195163	206.02
