# LRA Stimulus Response — Time Series Data
# Source file:      ramp_90to70BPM_12s_210Hz.wav
# Generated:        2026-07-17 14:00:34
# Stimulus duration:12.000 s
# Analysis window:  0.436s to 12.650s (clipped 0.4s at start, 0.8s+ at end,
#                    plus automatic trim of any trailing cutoff-ring artifact)
# Accel sample rate: 1685.7-2041.3 Hz (range across windows; 1910.2 Hz overall for this recording)
#                    peak_freq_hz below uses EACH WINDOW'S OWN rate (spread: 355.6 Hz) for maximum accuracy per instant
# FFT window size:  200 ms (382 samples)
# FFT step size:    50 ms
# FFT freq resolution: ~5.00 Hz per bin (at overall rate)
# LRA resonance:    210 Hz (free-air, characterized separately)
# Rows:             246
#
# To recreate plot in Python:
#   import numpy as np, matplotlib.pyplot as plt
#   data = np.loadtxt('filename.txt', delimiter='	', comments='#')
#   t, rms, freq = data[:,0], data[:,1], data[:,2]
#   fig, (ax1, ax2) = plt.subplots(2,1, sharex=True)
#   ax1.plot(t, rms);  ax1.set_ylabel('RMS Acceleration (g)')
#   ax2.plot(t, freq); ax2.set_ylabel('Dominant Frequency (Hz)')
#   plt.show()
#
# Columns:
# time_s	rms_g	peak_freq_hz
4.8889	0.004331	89.10
4.9314	0.004406	73.46
4.9799	0.004396	173.45
5.0300	0.072168	4.99
5.0800	0.899483	232.87
5.1313	1.160984	227.10
5.1898	1.177061	226.68
5.2496	1.176091	234.30
5.3000	0.771775	239.55
5.3399	0.201801	208.28
5.3896	0.031605	211.57
5.4453	0.004863	118.94
5.4933	0.004637	19.95
5.5412	0.004648	20.44
5.5896	0.004563	53.05
5.6390	0.004671	31.75
5.6813	0.004596	31.43
5.7297	0.004495	97.65
5.7800	0.342210	215.91
5.8300	0.993326	232.42
5.8799	1.172812	226.67
5.9399	1.178482	226.68
6.0000	1.133201	235.31
6.0500	0.650628	234.14
6.0918	0.125799	210.05
6.1401	0.018029	104.99
6.1899	0.004299	104.16
6.2400	0.004715	99.34
6.2929	0.004774	19.96
6.3409	0.005019	131.60
6.3898	0.004980	127.28
6.4370	0.004684	129.49
6.4855	0.004695	5.19
6.5325	0.351286	237.84
6.5809	0.990043	238.93
6.6299	1.170313	229.25
6.6900	1.176403	227.71
6.7500	1.131577	234.67
6.7999	0.650062	224.48
6.8424	0.129972	209.98
6.8900	0.017872	10.50
6.9400	0.004625	15.15
6.9900	0.005027	104.72
7.0399	0.004703	105.26
7.0900	0.004860	115.91
7.1390	0.005102	91.56
7.1879	0.004726	41.85
7.2360	0.004934	41.78
7.2807	0.069927	4.99
7.3300	0.904669	239.67
7.3799	1.176486	228.51
7.4399	1.192045	222.16
7.4989	1.191718	233.03
7.5500	0.788053	226.93
7.5896	0.205290	210.36
7.6465	0.028873	213.49
7.6933	0.004934	19.72
7.7415	0.004688	82.06
7.7920	0.004563	163.18
7.8404	0.004550	63.48
7.8889	0.004507	126.70
7.9300	0.004562	73.46
7.9799	0.004721	103.60
8.0300	0.004629	44.98
8.0822	0.572998	234.24
8.1296	1.071721	235.77
8.1800	1.175035	229.01
8.2415	1.177354	227.44
8.3000	1.038721	229.47
8.3489	0.487282	225.48
8.3930	0.080697	203.65
8.4405	0.008262	154.03
8.4900	0.004806	40.51
8.5400	0.004718	206.06
8.5900	0.004696	214.90
8.6390	0.005140	105.01
8.6803	0.004929	104.98
8.7300	0.004896	10.03
8.7800	0.004944	34.88
8.8299	0.004453	79.82
8.8804	0.720202	244.37
8.9299	1.136595	232.28
8.9800	1.186155	227.22
9.0403	1.187395	236.99
9.0999	0.953637	232.75
9.1398	0.368995	199.95
9.1900	0.056998	205.33
9.2448	0.006651	44.44
9.2932	0.005064	44.88
9.3418	0.005357	99.91
9.3899	0.004992	42.64
9.4296	0.005182	47.47
9.4800	0.004901	36.64
9.5300	0.004458	49.77
9.5800	0.004506	54.87
9.6300	0.004464	55.16
9.6799	0.699174	237.91
9.7289	1.132816	228.41
9.7812	1.188931	228.86
9.8440	1.190438	220.65
9.8978	0.975829	229.84
9.9458	0.378536	206.94
9.9938	0.060100	202.16
10.0415	0.006531	272.22
10.0902	0.004204	145.80
10.1394	0.004258	161.15
10.1854	0.004478	26.07
10.2333	0.004607	113.64
10.2816	0.004693	107.65
10.3300	0.004928	106.18
10.3800	0.005085	25.41
10.4306	0.004923	25.48
10.4778	0.371582	216.16
10.5257	1.007526	235.59
10.5737	1.170876	235.12
10.6369	1.176837	232.79
10.6899	1.124902	226.08
10.7399	0.621592	221.22
10.7899	0.125429	209.97
10.8398	0.018112	52.50
10.8799	0.005200	78.50
10.9299	0.005033	136.00
10.9805	0.005292	29.94
11.0300	0.005136	34.90
11.0798	0.004990	36.34
11.1300	0.004823	36.78
11.1726	0.004644	221.75
11.2198	0.004450	220.65
11.2732	0.004087	101.09
11.3198	0.638434	4.85
11.3699	1.118214	236.52
11.4254	1.195348	226.45
11.4799	1.197850	227.16
11.5400	1.020370	238.91
11.5895	0.452069	219.41
11.6299	0.078882	209.99
11.6799	0.009644	102.79
11.7300	0.004776	103.88
11.7830	0.004710	74.73
11.8315	0.004529	30.58
11.8801	0.004162	31.00
11.9257	0.004420	36.48
11.9729	0.004181	56.50
12.0212	0.004009	118.27
12.0732	0.004166	172.19
12.1197	0.004159	95.62
12.1698	0.004733	101.53
12.2194	0.005135	15.41
12.2599	0.005224	35.80
12.3138	0.005141	30.24
12.3648	0.004780	79.73
12.4117	0.004557	81.33
12.4600	0.004383	152.70
12.5100	0.004359	159.08
12.5558	0.004379	42.02
12.5998	0.004263	157.71
12.6499	0.004461	46.35
